Yapılacak şey;Şehir;Yer Adı;Açıklama (TR);Description (EN);
;Kopenhag;Kødbyens Fiskebar;Kopenhag'ın en iyi balık restoranlarından biri. Endüstriyel dekoru, taze istiridyeleri ve rahat ortamıyla bir klasik.;One of Copenhagen's best fish restaurants. A classic with its industrial decor, fresh oysters and relaxed atmosphere.;
;Kopenhag;Slurp Ramen Joint;Kopenhag'ın en iyi ramencisi. Rezervasyon yok, kapıda sıra beklemeyi göze alın ama lezzetine kesinlikle değer.;Copenhagen's best ramen spot. No reservations, expect to wait in line but definitely worth the taste.;
;Berlin;Restaurant Dae Mon;"Kore ve Japon mutfaklarını modern Avrupa teknikleriyle birleştiren ""açık fikirli"" bir restoran. Minimalist ve şık bir ortamda, Michelin rehberinde de yer alan yaratıcı tadım menüleri sunuyor.";"""Open-minded"" restaurant combining Korean and Japanese cuisines with modern European techniques. Offers creative tasting menus featured in the Michelin guide in a minimalist and stylish setting.";
;Seul;Tosokchon Samgyetang;Kore'nin en ünlü ginsengli tavuk çorbası (Samgyetang) restoranı. Geleneksel hanok evinde, başkanların favorisi.;Korea's most famous ginseng chicken soup (Samgyetang) restaurant. In traditional hanok house, favorite of presidents.;
;Kotor;Verige 65;Körfezin en dar noktasında (Boğaz), muazzam manzarasıyla gemilerin geçişini izleyebileceğiniz restoran.;Restaurant at narrowest point of bay (Strait) where you can watch ships pass with magnificent view.;
;Kotor;Ladovina Kitchen & Wine Bar;Kotor eski şehrinin hemen dışında, ağaçlarla gölgelenen güzel bir bahçede hizmet veren şık restoran ve şarap barı. Modern Karadağ mutfağı, yerel şaraplar ve romantik atmosferiyle, özel akşamlar için mükemmel.;A stylish restaurant and wine bar serving in a beautiful garden shaded by trees just outside Kotor's old town. Perfect for special evenings with modern Montenegrin cuisine, local wines, and romantic atmosphere.;
;Kotor;Restoran Catovica Mlini;Kotor Körfezi'nin en romantik restoranlarından biri: 300 yıllık antik değirmenlerin içinde, küçük bir şelalenin hemen yanında konumlanan masalsı mekan. Işıl ışıl aydınlatılmış bahçesinde, su sesi eşliğinde Karadağ'ın en iyi mutfağını deneyimleyin.;One of the most romantic restaurants in the Bay of Kotor: a fairytale venue located next to a small waterfall inside 300-year-old ancient mills. Experience Montenegro's best cuisine accompanied by the sound of water in its illuminated garden.;
;Kotor;Ladovina;Kotor'un tarihi sokaklarında, Karadağ'ın yerel şaraplarını ve geleneksel mezelerini keşfetmek için mükemmel bir şarap evi ve tapas barı. Vranac şarabı, pršut jambonu ve Njeguški peyniri eşliğinde, şehrin otantik lezzetlerine dalın.;A perfect wine house and tapas bar in Kotor's historic streets to discover Montenegro's local wines and traditional appetizers. Dive into the city's authentic flavors accompanied by Vranac wine, pršut ham, and Njeguški cheese.;
;Kotor;Citadela Restaurant;Kotor'un tarihi surlarının üzerinde konumlanan, muhteşem körfez manzarası eşliğinde yemek yiyebileceğiniz romantik restoran. Geleneksel lezzetler, yerel şaraplar ve gün batımında büyüleyici atmosferiyle unutulmaz bir deneyim.;A romantic restaurant located on Kotor's historic walls where you can dine accompanied by magnificent bay views. An unforgettable experience with traditional flavors, local wines, and enchanting atmosphere at sunset.;
;Santorini;Kantouni;Köy kahvesi. Pyrgos meydanında, asırlık okaliptüs ağacı ve asmaların altında gerçek bir Yunan kafeneio deneyimi. Geleneksel Galaktoboureko tatlısı ve Türk kahvesi eşliğinde gelip geçenleri izlemek çok keyiflidir.;Village coffeehouse. A real Greek kafeneio experience under the century-old eucalyptus tree and vines in Pyrgos square. It is very pleasant to watch passers-by accompanied by traditional Galaktoboureko dessert and Turkish coffee.;
;Hallstatt;Gasthof Hirlatz;Köy merkezinden 15 dakika yürüme mesafesindeki, sakin konumu ve geleneksel Avusturya atmosferiyle dikkat çeken aile işletmesi pansiyon. Dağ manzaralı odaları, ev yapımı kahvaltısı ve samimi servisiyle, otantik bir konaklama deneyimi.;A family-run guesthouse notable for its quiet location and traditional Austrian atmosphere, 15 minutes walk from the village center. An authentic accommodation experience with mountain-view rooms, homemade breakfast, and friendly service.;
;Santorini;Anogi;Köy meydanı. Imerovigli'nin tam kalbinde, samimi atmosferi ve 'anne eli değmiş' lezzetleriyle ünlü taverna. Porsiyonları paylaşmak en iyisidir çünkü tabaklar oldukça büyüktür. Özellikle kuzu incik ve ev yapımı şarapları denenmelidir.;Village square. A taverna famous for its friendly atmosphere and 'mom's touch' flavors right in the heart of Imerovigli. Sharing portions is best because plates are quite large. Especially lamb shank and homemade wines should be tried.;
;Giethoorn;Het Wapen van Giethoorn;Köyün merkezinde konumlanan, geleneksel Hollanda yemekleri sunan tarihi restoran-kafe. Yerel bira, Hollanda peyniri ve sıcak atmosfer.;A historic restaurant-cafe in the village center serving traditional Dutch dishes. Local beer, Dutch cheese, and warm atmosphere.;
;Belgrad;Ambar;Küçük tabaklarda geleneksel Balkan lezzetleri ve bölgesel içkiler sunan, rustik ve şık bir dekora sahip restoran.;Ambar is a highlight of Belgrade in the Beton Hala area.;
;Sintra;Tasca do Xico;Küçük, samimi ve gerçek bir Portekiz 'tasca'sı (meyhane) deneyimi arayanlar için gizli bir hazine. Günlük değişen menüsü, taze malzemelerle hazırlanan mezeleri ve sıcakkanlı işletmecileriyle kendinizi evinizde hissettirecek.;A hidden treasure for those looking for a small, friendly, and authentic Portuguese 'tasca' (tavern) experience. It will make you feel at home with its daily changing menu, appetizers prepared with fresh ingredients, and warm-hearted owners.;
;Sevilla;Bar Alfalfa;Küçük, samimi ve her zaman dolu bir mahalle barı. Harika bruschettaları ve İspanyol şarapları ile tam bir Sevilla klasiği.;A small, intimate, and always crowded neighborhood bar. A Seville classic with great bruschettas and Spanish wines.;
;Kapadokya;Pumpkin Goreme;Küçük, samimi ve sanatsal bir atmosfere sahip olan Pumpkin, şefin o günkü taze malzemelerle hazırladığı fix menüsüyle bilinir. Yüzlerce el yapımı su kabağı lambasının altında yiyeceğiniz yemek, görsel bir şölene dönüşür.;With a small, intimate, and artistic atmosphere, Pumpkin is known for its fixed menu prepared by the chef with fresh ingredients of the day. The meal you eat under hundreds of handmade gourd lamps turns into a visual feast.;
;San Sebastian;Ni Neu;Kursaal binasının içinde konumlanan, deniz manzaralı modern Bask mutfağı restoranı. Yaratıcı menü, şık atmosfer ve muhteşem manzarayla, özel akşamlar için ideal.;A modern Basque cuisine restaurant located inside Kursaal building with sea views. Ideal for special evenings with creative menu, stylish atmosphere, and magnificent views.;
;Kahire;Felfela Downtown;Kuş kafesleri ve bitkilerle dolu dekoruyla 1959'dan beri hizmet veren klasik restoran.;Classic restaurant serving since 1959 with decor full of bird cages and plants.;
;Floransa;Il Latini;Kuyrukları ve gürültülü ama samimi atmosferiyle ünlü, Floransa'nın en ikonik geleneksel restoranlarından biri.;A legendary and bustling Florentine restaurant known for its shared tables, huge steaks, and vibrant, rustic atmosphere.;
;Bangkok;Somtum Der (Michelin Bib Gourmand);Kuzeydoğu Tayland (Isan) mutfağının en iyi örneklerini sunan modern ve ödüllü bir restoran. Papaya salataları meşhurdur.;A vibrant restaurant specializing in authentic Isan (Northeastern Thai) cuisine. Famous for its incredible variety of papaya salads (somtum).;
;Gaziantep;Mumbar Dolma Evi;Kuzu bağırsağının pirinç ve baharatlarla doldurulduğu geleneksel Antep lezzeti mumbar dolmanın en iyi yapıldığı yer. Cesur gurmelerin mutlaka denemesi gereken otantik tat.;The place where mumbar dolma, a traditional Antep flavor of lamb intestine stuffed with rice and spices, is made best. An authentic taste brave gourmets must try.;
;Gaziantep;Kaburga Dolma Evi;Kuzu göğüs kemiğinin içine pirinç ve baharatlar doldurulan geleneksel Antep yemeği kaburga dolmanın en iyi yapıldığı yer. Yavaş pişirme ve özel tarifle, unutulmaz lezzet.;The place where kaburga dolma, a traditional Antep dish of lamb rib stuffed with rice and spices, is made best. Unforgettable flavor with slow cooking and special recipe.;
;Gaziantep;Kelle Paça;Kuzu kellesi ve ayaklarından yapılan geleneksel çorbanın sabahın erken saatlerinde sunulduğu meşhur lokanta. Gece eğlencesi sonrası veya kuvvetli kahvaltı için tercih.;A famous restaurant serving traditional soup made from lamb head and feet in early morning hours. Preferred after night entertainment or for a strong breakfast.;
;Seul;Kyochon Chicken (Fried Chicken);Kyochon Chicken (Fried Chicken), Seul mutfağının en iyi temsilcilerinden biri olarak Seul Geneli'da gurmeleri ağırlıyor. Yerel çiftçilerden temin edilen taze malzemeler, kuşaktan kuşağa aktarılan tarifler ve ustaca hazırlanan sunumlarla damak tadınıza hitap ediyor.;Kyochon Chicken (Fried Chicken) hosts gourmets in Seul Geneli as one of the best representatives of Seul's cuisine. Fresh ingredients from local farmers, recipes passed down through generations, and masterful presentations satisfy every palate.;
;Marsilya;Marché aux Poissons (L'Estaque);L'Estaque limanında, balıkçıların günlük avlarını doğrudan tezgahlarından sattığı en otantik Akdeniz duraklarından biri.;Fresh fish markets right on the harbor wall of L'Estaque, reflecting the district's long history as a fishing and shipping village.;
;Sevilla;La Brunilda;La Brunilda, Sevilla'nin gastronomi sahnesinde önemli bir yere sahip. Arenal'daki bu mekan, geleneksel tariflere modern dokunuşlar ekleyen yaratıcı mutfağı ve seçkin içecek menüsüyle özel bir deneyim vaat ediyor.;La Brunilda hosts gourmets in Arenal as one of the best representatives of Sevilla's cuisine. Fresh ingredients from local farmers, recipes passed down through generations, and masterful presentations satisfy every palate.;
;Marsilya;La Caravelle;La Caravelle, Marsilya'nin gastronomi sahnesinde önemli bir yere sahip. Vieux Port'daki bu mekan, geleneksel tariflere modern dokunuşlar ekleyen yaratıcı mutfağı ve seçkin içecek menüsüyle özel bir deneyim vaat ediyor.;Historic venue with sailor bar atmosphere overlooking Old Port. Jazz music and aperitifs.;
;Roma;La Carbonara;La Carbonara, Roma'nin gastronomi sahnesinde önemli bir yere sahip. Campo de' Fiori'daki bu mekan, geleneksel tariflere modern dokunuşlar ekleyen yaratıcı mutfağı ve seçkin içecek menüsüyle özel bir deneyim vaat ediyor.;Historic trattoria making carbonara since 1906. Named after the dish! Authentic Roman cuisine.;
;Barcelona;La Flauta;La Flauta, Sant Antoni bölgesinin en popüler lezzet duraklarından biri. Özenle hazırlanan menüsü, kaliteli hizmeti ve tapas mutfağının seçkin örnekleriyle hem göze hem damağa hitap ediyor.;A local favorite for flautas (crispy sandwiches) and traditional tapas with an unpretentious atmosphere.;
;Madrid;Plaza del Humilladero;La Latina mahallesinin girişinde yer alan, pazar günleri Rastro sonrası tapas için Madridlilerin en sevdiği buluşma noktalarından biri.;A lively gateway to the La Latina neighborhood, bustling with energy on Sundays when the 'Rastro' market-goers flock here for afternoon drinks.;
;Barcelona;La Pepita;La Pepita, Gràcia bölgesinin en popüler lezzet duraklarından biri. Özenle hazırlanan menüsü, kaliteli hizmeti ve tapas modern mutfağının seçkin örnekleriyle hem göze hem damağa hitap ediyor.;A popular burger and tapas spot in Gràcia with creative dishes and a youthful vibe.;
;Nice;La Reserve de Nice;La Reserve de Nice, Nice'nin gastronomi sahnesinde önemli bir yere sahip. Port'daki bu mekan, geleneksel tariflere modern dokunuşlar ekleyen yaratıcı mutfağı ve seçkin içecek menüsüyle özel bir deneyim vaat ediyor.;The address of authentic flavors, La Reserve de Nice is one of Port's most preferred venues. With its warm ambiance, attentive service and rich menu, it has become indispensable for both locals and tourists.;
;Barcelona;La Xampanyeria;La Xampanyeria, Barcelona'nın Barceloneta bölgesinde, cava, ucuz, ayakta atmosferiyle öne çıkan bir restoran noktasıdır.;La Xampanyeria is a cool spot in Barcelona's Barceloneta.;
;Londra;The Wigmore;Langham Hotel'in ödüllü modern İngiliz pub'ı. Michel Roux Jr. imzalı menüsü ve özellikle XXL peynirli tostu (cheese toastie) efsaneleşmiş durumda.;Elevated pub food & drinks in a stylish, retro-inspired space attached to the Langham Hotel.;
;Milano;Langosteria;Langosteria, Milano'nın Navigli bölgesinde, deniz ürünü, şık, akşam yemeği atmosferiyle öne çıkan bir restoran noktasıdır.;Langosteria is a stylish spot in Milan's Navigli.;
;Marakeş;Le Jardin Restaurant;Le Jardin Restaurant, Marakeş'nin gastronomi sahnesinde önemli bir yere sahip. Medina'daki bu mekan, geleneksel tariflere modern dokunuşlar ekleyen yaratıcı mutfağı ve seçkin içecek menüsüyle özel bir deneyim vaat ediyor.;Le Jardin Restaurant hosts gourmets in Medina as one of the best representatives of Marakeş's cuisine. Fresh ingredients from local farmers, recipes passed down through generations, and masterful presentations satisfy every palate.;
;Tromso;Skarven Restaurant;Liman manzaralı geleneksel balık yemekleri. Yerel lezzetlerin tadına varmak ve keyifli bir akşam geçirmek için harika bir seçenek. Samimi atmosferi ve kaliteli hizmetiyle damak zevkinize hitap edecek unutulmaz bir deneyim sunuyor.;Traditional fish dishes with harbor view. A great option to taste local flavors and spend a pleasant evening. It offers an unforgettable experience appealing to your palate with its friendly atmosphere and quality service.;
;Midilli;Le Grand Bleu;Limanda, denize sıfır terasıyla muhteşem bir gün batımı yemeği sunan şık restoran.;Stylish restaurant at harbor offering a magnificent sunset dinner with its seaside terrace.;
;Midilli;The Captain's Table;Limanın en çok tercih edilen, taze balıkları ve geniş meze menüsüyle ünlü restoranı.;Harbor's most preferred restaurant, famous for its fresh fish and extensive appetizer menu.;
;Kotor;Konoba Feral;Limanın hemen yanında, her zaman taze balık ve deniz mahsulleri sunan aile işletmesi.;Family business right next to harbor always serving fresh fish and seafood.;
;Marsilya;Vallon des Auffes (Viyadük);Limanın üzerinden geçen, kentin simgelerinden biridir. Altındaki balıkçı barınakları ve denizin turkuazıyla birleştiğinde muazzam bir kare sunar.;The monumental stone viaduct that frames the Vallon des Auffes, offering a dramatic backdrop to the traditional boats and seaside bars below.;
;Zürih;Bauschänzli;Limmat nehrinin göle döküldüğü noktada, küçük bir ada üzerinde yer alan samimi bir açık hava restoranı ve bira bahçesi.;A charming river island restaurant and beer garden located exactly where the Limmat River flows out of Lake Zurich.;
;New York;Little Italy & Chinatown;Little Italy & Chinatown, New York'nin ruhunu en iyi hissedebileceğiniz yerlerden. Tarihi dokusu korunmuş sokakları, komşuluk kültürü ve özgün atmosferiyle şehrin turistik olmayan yüzünü keşfetmek isteyenler için ideal.;Two worlds side by side. Little Italy shrunk but cannoli still good. Chinatown massive and authentic.;
;Lizbon;Bonjardim;Lizbon'un en iyi Piri Piri tavuğu ile ünlü restoran. 'Rei dos Frangos' (Tavukların Kralı), açık hava oturma alanı.;Restaurant famous for Lisbon's best Piri Piri chicken. 'Rei dos Frangos' (King of Chickens), outdoor seating.;
;Kotor;Restoran Stari Mlini;Ljuta nehri kıyısında, asırlık su değirmenlerinin restore edilmesiyle oluşturulmuş büyüleyici bir restoran. Nehrin şırıltısı eşliğinde taze alabalık, kuzu çevirme ve geleneksel Karadağ mezelerini tadabileceğiniz, romantik ve nostaljik bir yemek deneyimi.;A charming restaurant on the Ljuta river banks, created by restoring centuries-old watermills. A romantic and nostalgic dining experience where you can taste fresh trout, lamb on the spit, and traditional Montenegrin appetizers accompanied by the babbling of the river.;
;Kotor;Stari Mlini;Ljuta nehri kıyısında, tarihi un değirmeni içinde hizmet veren ülkenin en ünlü restoranlarından biri.;One of country's most famous restaurants serving inside historic flour mill by Ljuta river.;
;Matera;Kapriol;Lokal bitkiler ve bölgesel malzemelerle üretilen Matera cin markası. Damıtma turu, tadım ve yerel üretim.;Matera gin brand produced with local herbs and regional ingredients. Distillery tour, tasting, and local production.;
;Londra;Chinatown;Londra'nın Çin mahallesi. Dim sum restoranları, Çin marketleri, rengarenk fenerler. Gece ışıklandırması muhteşem.;London's Chinatown. Dim sum restaurants, Chinese markets, colorful lanterns. Night illumination is stunning.;
;Londra;Flat Iron;Londra'nın en iyi fiyat-performans steakhouselarından. Menü basit: Mükemmel pişmiş et, ev yapımı soslar ve yemeğin sonunda ikram edilen o meşhur tuzlu karamel dondurma.;One menu: flat iron steak £14! Quality meat, daily changing sauces, salted caramel dessert. Incredible value.;
;Londra;Soho;Londra'nın gece hayatı merkezi. LGBTQ+ friendly barlar, jazz kulüpleri, kozmopolit atmosfer. Her türlü eğlence burada.;London's nightlife center. LGBTQ+ friendly bars, jazz clubs, cosmopolitan atmosphere. All kinds of entertainment here.;
;Londra;Shoreditch;Londra'nın yaratıcı gettosu. Her duvarı bir tuval olan sokak sanatları, üçüncü dalga kahvecileri ve konteyner alışveriş merkezi Boxpark ile hipster kültürünün başkenti.;London's trendiest area. Street art walls, independent boutiques, rooftop bars, vintage markets. Hipster heaven.;
;İstanbul;Loti Roof Lounge;Loti Roof Lounge, Sultanahmet gece hayatının nabzını tutan, enerjisi yüksek bir mekan. Özel kokteylleri, müziği ve canlı atmosferiyle arkadaşlarınızla keyifli vakit geçirebileceğiniz popüler bir adres.;Loti Roof Lounge is one of the most exciting stops in İstanbul's nightlife. This venue in Sultanahmet adds color to the night with its special cocktails, live music and energetic atmosphere.;
;Kopenhag;Mahalle;Lübnan mutfağının en güzel mezeleri ve kahvaltılıkları. Uygun fiyatlı, bol porsiyonlu ve çok lezzetli.;Best appetizers and breakfast items of Lebanese cuisine. Affordable, generous portions and very delicious.;
;Kotor;Forza Terra;Lüks 5 yıldızlı otelin bünyesindeki, üst düzey gastronomi deneyimi sunan fine-dining restoran. Şef'in özel menüleri, mükemmel şarap eşleştirmeleri ve kusursuz servisiyele, Kotor'un en prestijli yemek adreslerinden.;A fine-dining restaurant within a luxury 5-star hotel offering a high-end gastronomy experience. One of Kotor's most prestigious dining addresses with chef's special menus, perfect wine pairings, and flawless service.;
;Kotor;Mudra Art Cuisine;Lüks Huma Hotel bünyesinde, modern gastronomi ve sanatı bir araya getiren sofistike restoran. Yaratıcı tabaklar, özenli sunumlar ve körfez manzarasıyla, özel bir yemek deneyimi arayanlar için Kotor'un en prestijli adreslerinden.;A sophisticated restaurant within the luxury Huma Hotel, combining modern gastronomy and art. One of Kotor's most prestigious addresses for those seeking a special dining experience with creative dishes, meticulous presentations, and bay views.;
;Hong Kong;Mott 32;Lüks modern Çin restoranı, pekin ördeği ve dim sum. Speakeasy atmosfer, fine-dining ve tasarım.;Luxury modern Chinese restaurant with Peking duck and dim sum. Speakeasy atmosphere, fine-dining, and design.;
;Kotor;Konoba Bonaca;Lüks yatların yanaştığı marinanın yanında, şık ve modern sunumlarıyla öne çıkan deniz ürünleri restoranı. Taze balıklar, Adriyatik kabukluları ve yerel şaraplarla, körfez manzarası eşliğinde sofistike bir yemek deneyimi.;A seafood restaurant next to the marina where luxury yachts dock, standing out with stylish and modern presentations. A sophisticated dining experience with fresh fish, Adriatic shellfish, and local wines accompanied by bay views.;
;Lyon;Bouchon Lyonnais (Deneyim);Lyon'un kendine has geleneksel restoranları. Kırmızı pötikareli örtüleri ve samimi ortamında 'saucisson brioché' veya 'quenelle' tatmadan dönmeyin.;The quintessential Lyon dining experience. Traditional family-run restaurants serving hearty regional specialties in a warm, rustic atmosphere.;
;Lyon;Boulangerie du Palais (Praline);Lyon'un meşhur pembe şekerli 'Tarte aux Pralines'ini (pralinli turta) tadabileceğiniz, önünde her zaman kuyruk olan efsanevi fırın.;A legendary bakery in the heart of Old Lyon building, famous for its glowing pink sugar-coated praline tarts and brioches.;
;İstanbul;Mabeyin Restaurant;Mabeyin Restaurant, İstanbul'un Kısıklı semtinde, kebap, yöresel, şık atmosferiyle dikkat çeken özel bir mekandır.;Mabeyin Restaurant is a unique spot in Istanbul's Kısıklı district.;
;Madrid;Cava Baja (Tapas Sokağı);Madrid'in en ünlü tapas sokağı. Rengarenk binaları ve yan yana dizilmiş onlarca geleneksel barıyla akşamları kentin kalbi burada atar.;The most famous 'tapas' street in Madrid. Lined with dozens of traditional bars and restaurants, it's the epicenter of the city's social life.;
;Matera;La Talpa;Mağara içinde kurulan otantik restoran, geleneksel Basilicata yemekleri. Yeraltı atmosferi, yerel tarifler ve şarap.;Authentic restaurant set up in a cave with traditional Basilicata dishes. Underground atmosphere, local recipes, and wine.;
;Matera;Regia Corte;Mağara odasında konaklama deneyimi, restore edilmiş Sassi evi. Otantik yaşam, modern konfor ve tarihi mekân.;Cave room accommodation experience in restored Sassi house. Authentic living, modern comfort, and historic venue.;
;Matera;Sassula;Mağara ortamında yaratıcı kokteyller sunan bar. Sassi atmosferi, yerel içecekler ve gece hayatı.;Bar serving creative cocktails in cave setting. Sassi atmosphere, local drinks, and nightlife.;
;Kahire;Caveman Restaurant;Mağara temalı dekorasyon ve büyük et porsiyonlarıyla dikkat çeken tematik restoran. Mangal etler, aileler için eğlence ve sıra dışı konsept.;A themed restaurant notable for cave-themed decoration and large meat portions. Grilled meats, family entertainment, and unusual concept.;
;Gaziantep;Şehitkamil Kebapçısı;Mahalle kebapçısı olarak turist görmemiş, gerçek yerel halkın gittiği otantik kebap lokali. Ucuz fiyatlar, büyük porsiyonlar ve hilesiz Antep usulü kebaplarla, hakiki yerel deneyim.;An authentic kebab locale as a neighborhood kebab house that hasn't seen tourists, where real locals go. A genuine local experience with cheap prices, large portions, and unadulterated Antep-style kebabs.;
;Zermatt;Vis-à-Vis;Mahalle köşesi. Oberdorf bölgesinde yerel halkın favorisi olan küçük, samimi bir mekan. Turistik fiyatlardan uzak, gösterişsiz ve dostane bir ortamda cömert porsiyonlarda raclette ve ızgara etler sunar.;Intimate neighborhood restaurant preferred by locals too.;
;Viyana;Salonplafond;MAK Müzesi içinde yer alan, modern tasarımı ve lezzetli Avusturya mutfağıyla ünlü restoran. Arka bahçesi çok keyiflidir.;Restaurant inside MAK Museum famous for modern design and delicious Austrian cuisine. Rear garden is delightful.;
;Belgrad;Mala Fabrika Ukusa;Mala Fabrika Ukusa, Sırp mutfağının lezzetli örneklerini tadabileceğiniz popüler bir mekan. Vracar bölgesindeki bu restoran, hem atmosferi hem de yemekleriyle öne çıkıyor.;Mala Fabrika Ukusa is a highlight of Belgrade in the Vracar area.;
;Belgrad;Manufaktura;Manufaktura, Sırp mutfağının lezzetli örneklerini tadabileceğiniz popüler bir mekan. Stari Grad bölgesindeki bu restoran, hem atmosferi hem de yemekleriyle öne çıkıyor.;Manufaktura is a highlight of Belgrade in the Stari Grad area.;
;Singapur;Ce La Vi;Marina Bay Sands tepesindeki bar ve restoran, Singapur skyline'ı. Gece hayatı, kokteyller ve lüks atmosfer.;Bar and restaurant atop Marina Bay Sands with Singapore skyline. Nightlife, cocktails, and luxury atmosphere.;
;Kotor;Al Posto Giusto;Marinada en popüler buluşma noktalarından biri. İtalyan mutfağı ve canlı atmosfer.;One of most popular meeting points in marina. Italian cuisine and lively atmosphere.;
;Marsilya;Place Jean Jaurès (La Plaine);Marseille yerlilerinin en sevdiği meydan. Her hafta kurulan devasa pazarı ve etrafındaki bohem barlarıyla kentin gerçek ruhunu yansıtır.;Commonly known as 'La Plaine,' this large square is the cultural hub for Marseille's youth and home to its most popular weekly market.;
;Marsilya;Calanque de Callelongue;Marseille'in 'dünyanın bittiği yer' dendiği noktası. Calanques milli parkının başladığı yerdeki bu küçük koy, balıkçı barınakları ve bembeyaz kayalıklarıyla büyüleyicidir.;Known as 'The End of the World,' this is the first calanque accessible by road, surrounded by dramatic cliffs and tiny fishing shacks.;
;Barcelona;Lasarte;Martín Berasategui'nin Barcelona'daki 3 Michelin yıldızlı imzası. Bask mutfağının inceliklerini Katalan malzemeleriyle buluşturan kusursuz bir deneyim.;Martín Berasategui's 3-Michelin-star signature in Barcelona. An impeccable experience blending Basque precision with Catalan ingredients.;
;Matera;Vitantonio Lombardo;Matera'nın Michelin yıldızlı tek mağara restoranı. Unutulmaz bir gastronomi deneyimi.;Matera's only Michelin-starred cave restaurant. An unforgettable gastronomic experience.;
;Napoli;Pizzeria Starita;Materdei bölgesinde tarihi pizzacı, 'L'Oro di Napoli' filmi mekanı. Kızarmış pizza (Montanara) ve gelenek.;Historic pizzeria in Materdei, 'L'Oro di Napoli' movie location. Fried pizza (Montanara) and tradition.;
;Zermatt;Findlerhof;Matterhorn manzaralı Alp mutfağı. Yerel lezzetlerin tadına varmak ve keyifli bir akşam geçirmek için harika bir seçenek. Samimi atmosferi ve kaliteli hizmetiyle damak zevkinize hitap edecek unutulmaz bir deneyim sunuyor.;Alpine cuisine with Matterhorn view. A great option to taste local flavors and spend a pleasant evening. It offers an unforgettable experience appealing to your palate with its friendly atmosphere and quality service.;
;Venedik;Venissa;Mazzorbo adasında surlarla çevrili şarap bağı ve restoran. Michelin yıldızlı, lagün lezzetleri ve huzur.;Walled vineyard and restaurant on Mazzorbo island. Michelin-starred, lagoon flavors, and peace.;
;Zermatt;McDonald's Zermatt;McChalet. Fast food sevmeseniz bile bu şubeyi görmeye değer. Ahşap iç mekanı, rahat köşeleri ve İsviçre dağ evi tarzındaki dekorasyonuyla, kendinizi bir dağ kulübesinde hissedeceğiniz dünyadaki tek McDonald's olabilir.;One of world's most stylish McDonald's branches decorated in Swiss chalet style.;
;Kopenhag;WarPigs;Meatpacking District (Kødbyen) bölgesinde, Amerikan tarzı Teksas barbeküsü ve kraft bira sunan popüler mekan. Mikkeller bira markasının ortaklığında açılmıştır.;Authentic Texas BBQ and craft brewery brewpub in the Meatpacking District.;
;Dublin;777;Meksika sokak yemekleri ve margaritalar, canlı atmosfer. Taco, tequila ve George's Street'te Latin enerjisi.;Mexican street food and margaritas with lively atmosphere. Tacos, tequila, and Latin energy on George's Street.;
;Brüksel;Fin de Siècle;Menüsü kara tahtada yazılı, rezervasyonsuz çalışan, en otantik Belçika restoranı.;Most authentic Belgian restaurant with menu on blackboard, no reservations.;
;Saraybosna;Mala Kuhinja;Menüsü olmayan restoran! Şef size ne sevdiğinizi sorar ve Asya-Bosna füzyonu harika bir yemek hazırlar.;Restaurant with no menu! The chef asks what you like and prepares a great Asian-Bosnian fusion dish.;
;Lizbon;Mercado da Ribeira;Mercado da Ribeira, Lizbon'nin Cais do Sodré bölgesinde bulunan dikkat çekici bir nokta. Eşsiz özellikleri ve sunduğu deneyimle ziyaretçilerine unutulmaz anlar yaşatıyor. Bölgenin en çok ziyaret edilen yerlerinden biri olarak her gezginin listesinde yer almalı.;Traditional market below Time Out Market. Fresh fruit, vegetables, flowers, fish. Open mornings.;
;Porto;Mercado do Bom Sucesso;Mercado do Bom Sucesso, Porto'nin gastronomi sahnesinde önemli bir yere sahip. Boavista'daki bu mekan, geleneksel tariflere modern dokunuşlar ekleyen yaratıcı mutfağı ve seçkin içecek menüsüyle özel bir deneyim vaat ediyor.;Modernized food market. Countless food stalls, fresh produce. Very close to Casa da Musica.;
;Amsterdam;Hannekes Boom;Merkez istasyona yakın, nehir kıyısında salaş ve çok popüler bir teras. Geri dönüştürülmüş mobilyaları ve harika gün batımı manzarasıyla kentin en rahat barı.;A colorful, rustic waterfront hangout built mostly from salvaged materials. It's the ultimate spot for a relaxed sunset beer with a panoramic view of the IJ.;
;San Sebastian;Goiz Argi;Meşhur 'brocheta de gambas' (karides şiş) ve kalamar dolmasıyla ünlü, yarım yüzyıldır hizmet veren klasik pintxos barı. Sade sunum, harika lezzetler ve efsanevi karides şişi.;A classic pintxos bar serving for half a century, famous for legendary 'brocheta de gambas' (shrimp skewer) and stuffed squid. Simple presentation, great flavors, and legendary shrimp skewer.;
;Madrid;San Ginés (Eski Pasaj);Meşhur çikolatacı San Ginés'in hemen yanındaki dar sokakta yer alan, tarihi kitapçı tezgahlarıyla ünlü büyüleyici bir geçit.;A narrow, atmospheric passageway home to a historic outdoor second-hand book stall that has been a Madrid staple for over a century.;
;Midilli;Gekas Restaurant;Meşhur dut ağacının altındaki o ikonik taverna. Film sahnelerini aratmayacak bir atmosfer.;That iconic taverna under famous mulberry tree. An atmosphere that rivals movie scenes.;
;Edinburgh;Howies;Mevsime özel yöresel ürünlerle hazırlanan lezzetlerin servis edildiği, rahat atmosfere sahip, ferah ve keyifli mekan.;Howies is a highlight of Edinburgh in the Victoria Street area.;
