Şehir;Yer Adı;Kategori;Açıklama (TR);Description (EN);Rating
Tokyo;Senso-ji Tapınağı;Tarihi;Senso-ji Tapınağı, Tokyo'nin zengin tarihine tanıklık eden muhteşem bir yapı. Asakusa bölgesindeki bu anıtsal mekan, yüzyılların izlerini taşıyan mimarisi, özgün detayları ve kültürel önemiyle hem tarih tutkunlarını hem mimari severlerini büyülüyor.;Tokyo's oldest and most sacred temple (645 AD). Kaminarimon gate, Nakamise shopping street.;4.8
Tokyo;Senso-ji Temple;Tarihi;Tokyo'nun en eski ve renkli Budist tapınağı, Asakusa'da. Dev kırmızı fener (Kaminarimon), Nakamise alışveriş sokağı ve tütsü dumanı.;Tokyo's oldest and most colorful Buddhist temple in Asakusa. Giant red lantern (Kaminarimon), Nakamise shopping street, and incense smoke.;4.7
Tokyo;Shibuya Crossing;Deneyim;Dünyanın en kalabalık yaya geçidi, neon ışıklar ve dev ekranlar. Lost in Translation filmiyle ikonikleşen Tokyo kaosu.;World's busiest pedestrian crossing, neon lights, and giant screens. Tokyo chaos made iconic by Lost in Translation movie.;4.7
Tokyo;Shibuya Sky;Deneyim;Shibuya Scramble Square'ın tepesinde açık hava manzara katı. Shibuya Crossing'e kuşbakışı, Fuji Dağı görünür.;Open-air observation deck atop Shibuya Scramble Square. Bird's eye view of Shibuya Crossing, Mt Fuji visible.;4.6
Tokyo;Shimokitazawa;Cafe;Bohem semt, ikinci el giyim (thrift) mağazaları ve vintage cenneti. Tiyatrolar, canlı müzik mekanları ve köri restoranları.;Bohemian district, thrift stores, and vintage paradise. Theaters, live music venues, and curry restaurants.;4.5
Tokyo;Shinjuku;Restoran;Günde 3.5 milyon yolcu! Gökdelenler, Golden Gai barları, Kabukicho red light bölgesi. Tokyo'nun kalbi.;3.5 million passengers daily! Skyscrapers, Golden Gai bars, Kabukicho red light district. Tokyo's heart.;4.7
Tokyo;Shinjuku Gyoen;Park;Gökdelenlerin ortasında devasa yeşil vaha. Japon, İngiliz ve Fransız bahçeleri, özellikle baharda sakura (kiraz çiçeği) izleme noktası.;Massive green oasis amidst skyscrapers. Japanese, English, and French gardens, especially a sakura viewing spot in spring.;4.7
Tokyo;Shinjuku Gyoen National Garden;Park;Tokyo'nun en güzel parklarından. Japon, İngiliz ve Fransız bahçeleri. Makoto Shinkai'nin 'Garden of Words' anime mekanı.;One of Tokyo's most beautiful parks. Japanese, English and French gardens. Setting of Makoto Shinkai's 'Garden of Words'.;4.7
Tokyo;Shinjuku Sushi Hatsume;Restoran;Yerel ve uluslararası lezzetleri sunan, 4.9 puan ile ödüllendirilen popüler bir restoran. 1409+ ziyaretçi tarafından değerlendirildi.;Quality establishment offering great experience and warm hospitality.;4.9
Tokyo;Shinjuku 新.宿. Cactus;Restoran;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 134+ ziyaretçi tarafından değerlendirildi.;Quality establishment offering great experience and warm hospitality.;4.8
Tokyo;Spincoaster Music Bar Ebisu;Bar;Tokyo'nin atmosferik barlarından biri. Özenle hazırlanmış kokteyller, samimi ortam ve yerel içki seçenekleriyle gece hayatının vazgeçilmez durağı.;Stylish bar with quality drinks and welcoming atmosphere.;4.9
Tokyo;Starbucks Reserve® Roastery Tokyo;Cafe;Ünlü kahveleri, hafif atıştırmalıkları ve kablosuz internet imkanıyla tanınan Seattle merkezli kahve zinciri.;Ünlü kahveleri, hafif atıştırmalıkları ve kablosuz internet imkanıyla tanınan Seattle merkezli kahve zinciri.;4.5
Tokyo;Sukiyabashi Jiro;Restoran;Sushi efsanesi Jiro Ono'nun restoranı. Dünyanın en ünlü sushi deneyimi, sadece 10 koltuklu bu küçük dükkanda gerçekleşiyor.;The legendary sushi restaurant of Jiro Ono. The world's most famous sushi experience in a tiny 10-seater shop.;4.9
Tokyo;Sushi Dai;Restoran;Toyosu Balık Pazarı'nda saatlerce sıra beklenen efsane suşi restoranı. Şefin seçimi (Omakase) kahvaltı, eriyen balıklar.;Legendary sushi restaurant in Toyosu Fish Market with hours-long lines. Chef's choice (Omakase) breakfast, melting fish.;4.8
Tokyo;Sushi Yuu;Restoran;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 453+ ziyaretçi tarafından değerlendirildi.;Quality establishment offering great experience and warm hospitality.;4.8
Tokyo;Sushi Zanmai;Restoran;7/24 açık popüler suşi zinciri, 'Ton Balığı Kralı' Kiyoshi Kimura. Kaliteli, uygun fiyatlı ve her zaman taze.;Popular 24/7 sushi chain, 'Tuna King' Kiyoshi Kimura. Quality, affordable, and always fresh.;4.4
Tokyo;Swig;Bar;Tokyo'nin atmosferik barlarından biri. Özenle hazırlanmış kokteyller, samimi ortam ve yerel içki seçenekleriyle gece hayatının vazgeçilmez durağı.;Quality establishment offering great experience and warm hospitality.;4.8
Tokyo;T nakameguro | Wagyu T-bone steak;Restoran;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 348+ ziyaretçi tarafından değerlendirildi.;Tea house with quality selections and peaceful atmosphere.;4.8
Tokyo;TIGHT;Bar;Tokyo'nin atmosferik barlarından biri. Özenle hazırlanmış kokteyller, samimi ortam ve yerel içki seçenekleriyle gece hayatının vazgeçilmez durağı.;Quality establishment offering great experience and warm hospitality.;4.8
Tokyo;Tempura Kondo;Restoran;Ginza'da iki Michelin yıldızlı tempura restoranı. İncecik kaplama, sebze tempuraları (havuç) sanat eseri gibi.;Two Michelin-starred tempura restaurant in Ginza. Thin batter, vegetable tempuras (carrot) like art pieces.;4.7
Tokyo;Tempura Motoyoshi;Restoran;Yerel ve uluslararası lezzetleri sunan, 4.9 puan ile ödüllendirilen popüler bir restoran. 61+ ziyaretçi tarafından değerlendirildi.;Quality establishment offering great experience and warm hospitality.;4.9
Tokyo;The Coffee Counter Tokyo;Cafe;Tokyo'nin popüler kafelerinden biri. Kahve tutkunları için mükemmel bir mola noktası, samimi atmosfer ve lezzetli atıştırmalıklar.;Specialty coffee with quality beans and expert brewing in welcoming atmosphere.;4.9
Tokyo;Tokyo Comedy Bar (TCB);Bar;Tokyo'nin atmosferik barlarından biri. Özenle hazırlanmış kokteyller, samimi ortam ve yerel içki seçenekleriyle gece hayatının vazgeçilmez durağı.;Stylish bar with quality drinks and welcoming atmosphere.;4.9
Tokyo;Tokyo DisneySea;Deneyim;Dünyadaki tek DisneySea! Okyanus temalı Disney parkı. Disneyland'dan daha 'yetişkin' ve atmosferik. Volkan patlaması müthiş.;Only DisneySea in the world! Ocean-themed Disney park. More 'adult' and atmospheric than Disneyland. Volcano eruption amazing.;4.9
Tokyo;Tokyo Disneyland;Deneyim;Amerika dışındaki ilk Disney parkı. Klasik Disney büyüsü, Cinderella Kalesi ve Japon misafirperverliği.;First Disney park outside America. Classic Disney magic, Cinderella Castle, and Japanese hospitality.;4.7
Tokyo;Tokyo Little House;Müze;Zengin koleksiyonu ve interaktif sergileriyle kültür ve sanat meraklılarının mutlaka görmesi gereken bir müze.;Quality establishment offering great experience and warm hospitality.;4.7
Tokyo;Tokyo National Museum;Müze;Japonya'nın en eski ve büyük müzesi, Ueno Park'ta. Samuray zırhları, kimonolar, kılıçlar ve ulusal hazineler.;Japan's oldest and largest museum, in Ueno Park. Samurai armor, kimonos, swords, and national treasures.;4.7
Tokyo;Tokyo Skytree;Deneyim;Japonya'nın en yüksek yapısı (634m), modern yayın kulesi. İki gözlem güvertesi, cam zemin ve Sora-machi alışveriş merkezi.;Japan's tallest structure (634m), modern broadcasting tower. Two observation decks, glass floor, and Sora-machi mall.;4.6
Tokyo;Tokyo Tower;Müze;1958'den kalma kırmızı-beyaz ikon. Eyfel Kulesi ilhamı ama 13m daha uzun! Retro charm Skytree'den farklı.;Red-white icon from 1958. Eiffel Tower inspired but 13m taller! Retro charm different from Skytree.;4.5
Tokyo;Tokyu Hands;Deneyim;7 katlı DIY ve hobi mağazası. Kırtasiye, kozmetik, mutfak gereçleri, oyuncaklar. Saatlerce kaybolursunuz!;7-floor DIY and hobby store. Stationery, cosmetics, kitchen items, toys. You'll get lost for hours!;4.4
Tokyo;Tomihisa Ice Cream トミヒサアイス;Deneyim;Yerel kültürü keşfetmek ve otantik anılar biriktirmek için kaçırılmaması gereken bir deneyim.;Artisan gelato with premium ingredients and delicious flavors.;4.6
Tokyo;Toyosu Fish Market;Deneyim;Tsukiji'nin yeni hali. Ton balığı müzayedesi sabah 5:30! Cam arkasından izlenebilir. Dünyanın en büyük balık pazarı.;New Tsukiji. Tuna auction at 5:30am! Viewable from behind glass. World's largest fish market.;4.5
Tokyo;Tsukiji Outer Market;Deneyim;Eski balık pazarının dış kısmı, sokak lezzetleri cenneti. Taze suşi, tamagoyaki (Japon omleti) ve deniz ürünleri tadımı.;Outer part of old fish market, street food paradise. Fresh sushi, tamagoyaki (Japanese omelet), and seafood tasting.;4.6
Tokyo;Ueno Park;Park;Müzeler, tapınaklar ve hayvanat bahçesiyle dolu dev park. Binlerce kiraz ağacıyla Tokyo'nun en popüler sakura (hanami) mekanı.;Giant park filled with museums, temples, and zoo. Tokyo's most popular sakura (hanami) spot with thousands of cherry trees.;4.5
Tokyo;Ushinobi Shinjuku | Wagyu & Sake;Restoran;Yerel ve uluslararası lezzetleri sunan, 5 puan ile ödüllendirilen popüler bir restoran. 231+ ziyaretçi tarafından değerlendirildi.;Quality establishment offering great experience and warm hospitality.;5
Tokyo;Vegan Sushi Tokyo;Restoran;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 588+ ziyaretçi tarafından değerlendirildi.;Quality establishment offering great experience and warm hospitality.;4.8
Tokyo;WAGYU YAKINIKU NIKUTARASHI;Restoran;Yerel ve uluslararası lezzetleri sunan, 4.9 puan ile ödüllendirilen popüler bir restoran. 4351+ ziyaretçi tarafından değerlendirildi.;Quality establishment offering great experience and warm hospitality.;4.9
Tokyo;Warner Bros. Studio Tour Tokyo;Deneyim;Harry Potter dünyasının yapım aşamaları (Making of Harry Potter). Setler, kostümler ve Butterbeer. Londra'dan sonra ikinci.;Making of Harry Potter world. Sets, costumes, and Butterbeer. Second one after London.;4.8
Tokyo;Whitely;Restoran;Haute cafe & bar furnishing specialty butter or single-origin coffee, plus baked goods & pasta.;Haute cafe & bar furnishing specialty butter or single-origin coffee, plus baked goods & pasta.;4.5
Tokyo;YAKINIKUMAFIA IKEBUKURO by WAGYUMAFIA;Restoran;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 3549+ ziyaretçi tarafından değerlendirildi.;Quality establishment offering great experience and warm hospitality.;4.8
Tokyo;Yanaka;Tarihi;Eski Tokyo atmosferi - II. Dünya Savaşı'ndan sağ kalan mahalle. Geleneksel evler, tapınaklar, sokak kedileri.;Old Tokyo atmosphere - neighborhood surviving WWII. Traditional houses, temples, street cats.;4.4
Tokyo;Yanaka Ginza;Deneyim;Eski Tokyo (Shitamachi) atmosferini koruyan alışveriş sokağı. Sokak kedileri, geleneksel atıştırmalıklar ve nostalji.;Shopping street preserving Old Tokyo (Shitamachi) atmosphere. Street cats, traditional snacks, and nostalgia.;4.5
Tokyo;Yayoi Kusama Museum;Müze;Puantiyeli sanatın kraliçesi Yayoi Kusama'ya adanmış müze. Sonsuzluk aynaları, bal kabağı heykelleri ve sınırlı bilet.;Museum dedicated to queen of polka dot art Yayoi Kusama. Infinity mirrors, pumpkin sculptures, and limited tickets.;4.6
Tokyo;Yoyogi Park;Park;Meiji Tapınağı yanındaki geniş park, rockabillies dansçıları ve piknikçiler. Hafta sonu etkinlikleri, müzisyenler ve özgür atmosfer.;Large park next to Meiji Shrine, rockabillies dancers, and picnickers. Weekend events, musicians, and free atmosphere.;4.5
Tokyo;Zojo-ji Temple;Tarihi;Arkasında Tokyo Kulesi yükselen tarihi tapınak. Modern ve gelenekselin mükemmel fotosu. Wolverine filmi mekanı.;Historic temple with Tokyo Tower rising behind. Perfect photo of modern vs traditional. Wolverine movie location.;4.5
Tokyo;a BAR Sleeping Tales;Bar;Tokyo'nin atmosferik barlarından biri. Özenle hazırlanmış kokteyller, samimi ortam ve yerel içki seçenekleriyle gece hayatının vazgeçilmez durağı.;Stylish bar with quality drinks and welcoming atmosphere.;5
Tokyo;bar crimjon;Bar;Tokyo'nin atmosferik barlarından biri. Özenle hazırlanmış kokteyller, samimi ortam ve yerel içki seçenekleriyle gece hayatının vazgeçilmez durağı.;Stylish bar with quality drinks and welcoming atmosphere.;4.9
Tokyo;"cafe & DINE in ""nope""";Cafe;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Specialty coffee with quality beans and expert brewing in welcoming atmosphere.;4.8
Tokyo;coffee swamp;Cafe;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Specialty coffee with quality beans and expert brewing in welcoming atmosphere.;4.9
Tokyo;et du vin;Restoran;Yerel ve uluslararası lezzetleri sunan, 4.9 puan ile ödüllendirilen popüler bir restoran. 58+ ziyaretçi tarafından değerlendirildi.;Quality establishment offering great experience and warm hospitality.;4.9
Tokyo;marbre vegan;Cafe;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Quality establishment offering great experience and warm hospitality.;4.8
Tokyo;pignic cafe yoyogipark;Cafe;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Specialty coffee with quality beans and expert brewing in welcoming atmosphere.;4.9
Tokyo;plate tokyo;Restoran;Yerel ve uluslararası lezzetleri sunan, 4.8 puan ile ödüllendirilen popüler bir restoran. 211+ ziyaretçi tarafından değerlendirildi.;Quality establishment offering great experience and warm hospitality.;4.8
Tokyo;sorama coffee;Cafe;Minimalist hole-in-the-wall offering espresso drinks & matcha lattes, plus sweet snacks.;Minimalist hole-in-the-wall offering espresso drinks & matcha lattes, plus sweet snacks.;4.8
Tokyo;teamLab Planets;Müze;Suya girdiğiniz immersive dijital sanat müzesi. Çıplak ayak gezilen, çiçekler ve kristal ışıklarla dolu etkileyici deneyim.;Immersive digital art museum where you enter water. Impressive experience walked barefoot, full of flowers and crystal lights.;4.7
Tokyo;zenta coffee 代官山;Cafe;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Specialty coffee with quality beans and expert brewing in welcoming atmosphere.;4.6
Tokyo;富久栄珈琲 FUKUEI Coffee and Chocolate 新宿 東京店（Tokyo・コーヒー）;Cafe;Özel kahve çeşitleri ve ev yapımı lezzetleriyle tanınan, rahat atmosferi ile dikkat çeken bir kafe.;Specialty coffee with quality beans and expert brewing in welcoming atmosphere.;4.9
Tromso;Active North;Aktivite;Deniz kanosu (kayak) turları düzenleyen profesyonel ekip. Okyanusu su seviyesinden keşfedin.;Professional team organizing sea kayak tours. Explore the ocean from water level.;4.1
Tromso;Alfheim Stadion;Görülmesi Gereken Yerler;Dünyanın en kuzeyindeki profesyonel futbol takımlarından biri olan Tromsø IL'in stadyumu.;Stadium of Tromsø IL, one of the world's northernmost professional football teams.;4.3
Tromso;Amfi Pyramiden;Alışveriş;Şehir merkezindeki alışveriş merkezi, Norveç markaları ve restoranlar. Günlük alışveriş, sinema ve pratik konum.;Shopping center in city center with Norwegian brands and restaurants. Daily shopping, cinema, and practical location.;4.1
Tromso;Arctic Cathedral;Tarihi;Modern mimarisiyle buzdağını andıran simge yapı. Tarih meraklıları için eşsiz bir hazine olan bu mekan, geçmişe ışık tutan detaylarıyla ziyaretçilerini büyülüyor. Kültürel bir yolculuğa çıkmak isteyenler için ideal bir durak.;Modern mimarisiyle buzdağını andıran simge yapı. A unique treasure for history buffs, this venue captivates visitors with details that shed light on the past. An ideal stop for those wishing to embark on a cultural journey.;4.7
Tromso;Arctic Cathedral (Night);Manzara;Gece aydınlatmasında Arktik Katedrali'nin görüntüsü, ikonik fotoğraf anı. Yıldızlar, Kuzey Işıkları arka planı ve mimari.;Arctic Cathedral view in night lighting, iconic photo moment. Stars, Northern Lights background, and architecture.;4.8
Tromso;Arctic University Museum of Norway;Müze;Doğa tarihi, jeoloji ve kuzey kültürlerini kapsayan geniş koleksiyonlu üniversite müzesi.;University museum with wide collection covering natural history, geology and northern cultures.;4.5
Tromso;Arctic-Alpine Botanic Garden;Doğa;Dünyanın en kuzeyindeki botanik bahçesi. Arktik ve alpin bitkilerin eşsiz koleksiyonunu barındırır.;World's northernmost botanic garden. Hosts unique collection of Arctic and alpine plants.;4.6
Tromso;Art of the Arctic;Alışveriş;Arktik temalı sanat ve hediyelik eşya dükkanı. Kuzey Işıkları baskıları, Sami sanatı ve Norveç tasarımı.;Arctic-themed art and souvenir shop. Northern Lights prints, Sami art, and Norwegian design.;4.4
Tromso;Aurora Glamping;Konaklama;Cam tavanlı kubbelerde (dome) konaklayarak yatağınızdan kuzey ışıklarını izleyebilirsiniz.;You can watch northern lights from your bed by staying in glass roofed domes.;4.9
Tromso;Aurora Kino Fokus;Eğlence;Şehrin modern sinema kompleksi, uluslararası ve Norveç filmleri. Film geceleri, popcorn ve kültür.;City's modern cinema complex with international and Norwegian films. Movie nights, popcorn, and culture.;4.4
Tromso;Aurora Spirit Distillery;Deneyim;Lyngen Alpleri'nin eteğinde, dünyanın en kuzeyindeki damıtımevi. Bivrost markasının evidir.;World's northernmost distillery at the foot of Lyngen Alps. Home of Bivrost brand.;4.8
Tromso;Bardus Bistro;Restoran;Arktik malzemelerle yaratıcı mutfak. Yerel lezzetlerin tadına varmak ve keyifli bir akşam geçirmek için harika bir seçenek. Samimi atmosferi ve kaliteli hizmetiyle damak zevkinize hitap edecek unutulmaz bir deneyim sunuyor.;Creative cuisine with Arctic ingredients. A great option to taste local flavors and spend a pleasant evening. It offers an unforgettable experience appealing to your palate with its friendly atmosphere and quality service.;4.7
Tromso;Blåmann;Doğa;Kvaløya adasının en yüksek zirvesi. Dağcılar için zorlu ama tatmin edici bir tırmanış.;Highest peak of Kvaløya island. Challenging but rewarding climb for mountaineers.;4.5
Tromso;Blåst Glasshytta;Kültür;Dünyanın en kuzeyindeki cam üfleme atölyesi. Sanatçıları çalışırken izleyebilir ve ürün satın alabilirsiniz.;World's northernmost glass blowing studio. You can watch artists work and buy products.;4.7
Tromso;Brim Explorer;Aktivite;Elektrikli hibrit tekne turları, balina gözlemi ve fiyort keşfi. Çevre dostu turizm, vahşi yaşam ve arktik deneyim.;Electric hybrid boat tours for whale watching and fjord exploration. Eco-friendly tourism, wildlife, and Arctic experience.;4.6
Tromso;Brosmetinden;Doğa;Kvaløya adasında, az eforla muazzam okyanus ve uçurum manzaraları sunan popüler yürüyüş rotası.;Popular hiking route on Kvaløya island offering magnificent ocean and cliff views with little effort.;4.8
Tromso;Camp Tamok;Deneyim;Şehirden uzak, vahşi doğanın içindeki aktivite kampı. Kar motosikleti ve kuzey ışıkları için ideal.;Activity camp inside wild nature, far from city. Ideal for snowmobile and northern lights.;4.7
Tromso;Charlottenlund;Park;Şehrin ortasında büyük bir rekreasyon alanı. Kışın çocuklar için kızak ve kayak cennetidir.;Large recreation area in the middle of the city. Sled and ski paradise for kids in winter.;4.5
Tromso;Chasing Lights;Aktivite;Kuzey Işıkları avcılığı turları düzenleyen profesyonel şirket. Aurora safari, fotoğrafçılık rehberliği ve kış deneyimi.;Professional company organizing Northern Lights hunting tours. Aurora safari, photography guidance, and winter experience.;4.8
Tromso;Dog Sledding Camp;Deneyim;Husky kızağı ile Arktik macerasına çıkın. Sıradan bir gezinin ötesine geçip unutulmaz anılar biriktirmek isteyenler için benzersiz bir fırsat. Bu aktivite, seyahatinize heyecan ve renk katarak size farklı bir perspektif kazandıracak.;Arctic adventure with husky sled. A unique opportunity for those who want to go beyond an ordinary trip and collect unforgettable memories. This activity will add excitement and color to your travel, giving you a different perspective.;4.8
Tromso;Dragøy;Alışveriş;En taze kuzey denizi ürünlerini, özellikle kral yengeç ve karides bulabileceğiniz balıkçı.;Fishmonger where you can find freshest north sea products, especially king crab and shrimp.;4.4
Tromso;Emma's Drømmekjøkken;Restoran;Samimi ortamda mevsimsel Nordik yemekler. Yerel lezzetlerin tadına varmak ve keyifli bir akşam geçirmek için harika bir seçenek. Samimi atmosferi ve kaliteli hizmetiyle damak zevkinize hitap edecek unutulmaz bir deneyim sunuyor.;Seasonal Nordic dishes in intimate setting. A great option to taste local flavors and spend a pleasant evening. It offers an unforgettable experience appealing to your palate with its friendly atmosphere and quality service.;4.8
Tromso;Ersfjord Beach;Plaj;Senja Adası yakınındaki beyaz kumlu otantik kuzey plajı. Arktik okyanus, yürüyüş, fotoğrafçılık ve doğa.;Authentic northern beach with white sand near Senja Island. Arctic ocean, hiking, photography, and nature.;4.7
Tromso;Ersfjordbotn Viewpoint;Manzara;Nefes kesen fiyort manzarası. Şehrin en etkileyici manzaralarından birini sunan bu nokta, fotoğraf tutkunları için adeta bir cennet. Özellikle gün batımında büründüğü renkler, ziyaretçilere görsel bir şölen yaşatıyor.;Breathtaking fjord scenery. Offering one of the most impressive views of the city, this spot is a paradise for photography enthusiasts. The colors it takes on, especially at sunset, provide a visual feast for visitors.;4.9
Tromso;Eurospar Tromsø;Alışveriş;Tromso'nun en büyük süpermarketlerinden biri. Yiyecek hediyelikleri almak için ideal.;One of Tromso's largest supermarkets. Ideal for buying food souvenirs.;4.5
Tromso;Fangstmonumentet;Görülmesi Gereken Yerler;Avcılık ve balıkçılık geleneğini onurlandıran anıt heykel. Norveç denizci tarihi, kültürel sembol ve fotoğraf noktası.;Monument honoring hunting and fishing tradition. Norwegian maritime history, cultural symbol, and photo spot.;4.3
Tromso;Finnlandsfjellet;Doğa;Tromsø yakınındaki dağ zirvesi, orta düzey yürüyüş ve panorama. Yaz trekkingleri, kış turları ve manzara.;Mountain peak near Tromsø for intermediate hiking and panorama. Summer treks, winter tours, and scenery.;5
Tromso;Fjellheisen Cable Car;Manzara;Şehri ve fiyortları kuşbakışı izlemek için teleferik. Şehrin en etkileyici manzaralarından birini sunan bu nokta, fotoğraf tutkunları için adeta bir cennet. Özellikle gün batımında büründüğü renkler, ziyaretçilere görsel bir şölen yaşatıyor.;Şehri ve fiyortları kuşbakışı izlemek için teleferik. Offering one of the most impressive views of the city, this spot is a paradise for photography enthusiasts. The colors it takes on, especially at sunset, provide a visual feast for visitors.;4.8
Tromso;Fjällräven Store;Alışveriş;İsveç outdoor markasının sırt çantası ve doğa kıyafetleri mağazası. Kanken, yürüyüş ekipmanları ve İskandinav tasarımı.;Swedish outdoor brand store for backpacks and nature clothing. Kanken, hiking equipment, and Scandinavian design.;4.7
Tromso;Flyt Yoga;Aktivite;Şehrin merkezinde, huzurlu bir yoga stüdyosu. Seyahat yorgunluğunu atmak için birebir.;Peaceful yoga studio in city center. Perfect for relieving travel fatigue.;5
Tromso;Fløya;Doğa;Teleferik istasyonunun (Fjellheisen) üzerindeki zirve. Şehri daha da yüksekten gören panoramik nokta.;Peak above the cable car station (Fjellheisen). Panoramic point seeing the city from even higher.;4.1
Tromso;Folkeparken;Park;Eski ahşap evlerin ve geleneksel yapıların bulunduğu, orman içi açık hava müzesi ve park.;Open air museum and park inside forest with old wooden houses and traditional structures.;4.6
Tromso;Fotohuset Tromsø;Alışveriş;Kuzey ışıkları fotoğrafçılığı için ekipman ve tavsiye bulabileceğiniz uzman fotoğrafçı dükkanı.;Expert photo shop where you can find equipment and advice for Northern Lights photography.;4
Tromso;Full Steam Tromsø;Restoran;Hem balık müzesi hem de deniz ürünleri restoranı. Yerel lezzetlerin tadına varmak ve keyifli bir akşam geçirmek için harika bir seçenek. Samimi atmosferi ve kaliteli hizmetiyle damak zevkinize hitap edecek unutulmaz bir deneyim sunuyor.;Hem balık müzesi hem de deniz ürünleri restoranı. A great option to taste local flavors and spend a pleasant evening. It offers an unforgettable experience appealing to your palate with its friendly atmosphere and quality service.;4.6
Tromso;Galleri Nord;Kültür;Kuzey Norveç sanatçılarının eserlerini sergileyen galeri. Arktik sanat, yerel üretim ve kültürel miras.;Gallery exhibiting works of Northern Norwegian artists. Arctic art, local production, and cultural heritage.;4.8
Tromso;Galleriet;Kültür;Alışveriş merkezi içinde yer alan, yerel sanatçıların eserlerinin sergilendiği küçük galeri.;Small gallery inside shopping mall exhibiting works of local artists.;4.1
Tromso;Gifts of Norway;Alışveriş;Norveç hediyelik eşyaları ve yerel ürünler mağazası. Trol figürleri, örme ürünler ve Norveç hatıraları.;Norwegian souvenirs and local products shop. Troll figures, knitted products, and Norwegian memorabilia.;4.5
Tromso;Gjestehavna;Görülmesi Gereken Yerler;Misafir teknelerin yanaştığı marina. Yürüyüş yapmak ve tekneleri izlemek için güzel.;Marina where guest boats dock. Nice for walking and watching boats.;4.2
Tromso;Graffi Grill;Yeme & İçme;Casual burger ve grill restoranı, hızlı servis ve lezzetli yemekler. Öğle yemeği, aileler ve pratik seçenek.;Casual burger and grill restaurant with quick service and tasty food. Lunch, families, and practical option.;4.3
Tromso;Grotfjord Viewpoint;Manzara;Grotfjord plajına inmeden önce yol kenarında durup kuşbakışı bakabileceğiniz nokta.;Point on roadside where you can stop and look bird's eye view before going down to Grotfjord beach.;4.9
Tromso;Grøtfjord Beach;Plaj;Dağların arasında saklı, ince kumlu ve geniş bir plaj. Arktik okyanusu kıyısında huzur bulabilirsiniz.;Wide sandy beach hidden among mountains. You can find peace by the Arctic ocean.;4.9
Tromso;Hella;Doğa;Güçlü akıntılarıyla bilinen, balık tutmak için popüler bir kıyı bölgesi. Eski ahşap evler de bulunur.;Popular coastal area for fishing, known for strong currents. Also has old wooden houses.;4.5
Tromso;Hermes II;Aktivite;Tarihi gemi ile fiyort turları ve balina gözlem seferleri. Deniz macerası, fotografci turları ve gezici restoran.;Fjord tours and whale watching voyages on historic ship. Sea adventure, photographer tours, and floating restaurant.;4.9
Tromso;Husfliden Tromsø;Alışveriş;Geleneksel Norveç el sanatları ve folklor ürünleri mağazası. Örme giyisiler, ahşap işler ve ulusal kostümler.;Traditional Norwegian handicrafts and folklore products store. Knitted clothing, woodwork, and national costumes.;4.5
Tromso;Hålogaland Teater;Kültür;Modern ve çarpıcı mimarisiyle dikkat çeken bölge tiyatrosu. Birçok kültürel etkinliğe ev sahipliği yapar.;Regional theater attracting attention with its modern and striking architecture. Hosts many cultural events.;4.6
Tromso;Jekta Storsenter;Alışveriş;Kuzey Norveç'in en büyük alışveriş merkezi, markalar ve restoranlar. Aile alışverişi, sinema ve hafta sonu aktivitesi.;Northern Norway's largest shopping mall with brands and restaurants. Family shopping, cinema, and weekend activity.;4.4
Tromso;Kaffebønna;Kafe;Yerel kavurma özel kahveler. Günün yorgunluğunu atmak ve lezzetli bir kahve eşliğinde dinlenmek için en doğru adreslerden biri. Mekanın sıcak ambiyansı ve sunduğu tatlı sürprizler, molanızı keyfe dönüştürecek.;Locally roasted specialty coffees. One of the right addresses to relieve the tiredness of the day and relax with a delicious coffee. The warm ambiance of the venue and the sweet surprises it offers will turn your break into pleasure.;4.6
Tromso;Kaldfjord;Doğa;Kışın balina ve orkaların sıkça görüldüğü derin ve uzun fiyort. Manzaralı sürüş için harikadır.;Deep and long fjord where whales and orcas are frequently seen in winter. Great for scenic drive.;4.6
Tromso;Kirkeparken;Park;Domkirke etrafındaki park alanı, ağaçlık yollar ve şehir molası. Tarihi kilise, huzurlu ortam ve merkezi konum.;Park area around Domkirke with tree-lined paths and city break. Historic church, peaceful setting, and central location.;4.4
